veeva_event_id,hcp_id,interaction_id,campaign_id,drug_id,interaction_type,interaction_timestamp,interaction_duration_minutes,interaction_status,interaction_purpose,discussion_topic,follow_up_required,follow_up_date,rep_id,territory,channel,source_system
VEEEVT00012765,HCP1818,INT0012765,CAMP0008,DRUG003,In-Person Visit,2026-08-03 11:28:20,46,Completed,Disease Education,Patient Population,True,2026-08-14 11:28:20,REP011,East,Representative,Veeva_CRM
VEEEVT00012007,HCP1708,INT0012007,CAMP0002,DRUG001,Virtual Meeting,2026-08-03 11:35:30,22,Completed,New Product Introduction,Product Information,False,,REP018,South,Representative,Veeva_CRM
VEEEVT00000189,HCP0026,INT0000189,CAMP0014,DRUG005,In-Person Visit,2026-08-03 12:21:07,30,Completed,Follow-up Discussion,Clinical Evidence,False,,REP011,South,Representative,Veeva_CRM
VEEEVT00012289,HCP1750,INT0012289,CAMP0020,DRUG007,Phone Call,2026-08-03 13:10:19,17,Completed,Treatment Update,Clinical Evidence,False,,REP014,East,Representative,Veeva_CRM
VEEEVT00006276,HCP0895,INT0006276,CAMP0017,DRUG006,In-Person Visit,2026-08-03 13:18:27,31,Cancelled,Follow-up Discussion,Treatment Guidelines,False,,REP012,East,Representative,Veeva_CRM
VEEEVT00001731,HCP0249,INT0001731,CAMP0024,DRUG008,In-Person Visit,2026-08-03 13:23:12,30,Completed,New Product Introduction,Patient Population,True,2026-08-13 13:23:12,REP018,South,Representative,Veeva_CRM
VEEEVT00006602,HCP0942,INT0006602,CAMP0009,DRUG003,In-Person Visit,2026-08-03 13:27:19,29,Completed,Product Discussion,Treatment Guidelines,True,,REP015,West,Representative,Veeva_CRM
VEEEVT00009303,HCP1329,INT0009303,CAMP0005,DRUG002,In-Person Visit,2026-08-03 13:37:19,58,Completed,Product Discussion,Treatment Guidelines,True,2026-08-14 13:37:19,REP030,South,Representative,Veeva_CRM
VEEEVT00003361,HCP0485,INT0003361,CAMP0020,DRUG007,Phone Call,2026-08-03 14:05:20,19,Completed,Clinical Evidence,Dosage,False,,REP020,West,Representative,Veeva_CRM
VEEEVT00000696,HCP0104,INT0000696,CAMP0011,DRUG004,In-Person Visit,2026-08-03 14:33:22,46,Completed,Product Discussion,Clinical Evidence,True,2026-08-14 14:33:22,REP028,West,Representative,Veeva_CRM
VEEEVT00001883,HCP0274,INT0001883,CAMP0020,DRUG007,In-Person Visit,2026-08-03 17:01:05,50,No Show,Disease Education,Treatment Guidelines,False,,REP006,East,Representative,Veeva_CRM
VEEEVT00002915,HCP0419,INT0002915,CAMP0003,DRUG001,In-Person Visit,2026-08-03 18:09:14,55,Completed,Treatment Update,Safety,True,2026-08-05 18:09:14,REP017,South,Representative,Veeva_CRM
VEEEVT00004103,HCP0587,INT0004103,CAMP0006,DRUG002,Virtual Meeting,2026-08-03 18:21:07,31,Completed,Follow-up Discussion,Safety,False,,REP017,East,Representative,Veeva_CRM
VEEEVT00002104,HCP0306,INT0002104,CAMP0013,DRUG005,In-Person Visit,2026-08-03 18:28:32,41,Completed,Disease Education,Dosage,False,,REP029,East,Representative,Veeva_CRM
VEEEVT00005274,HCP0754,INT0005274,CAMP0020,DRUG007,In-Person Visit,2026-08-03 18:41:23,60,Completed,Follow-up Discussion,Dosage,False,,REP012,North,Representative,Veeva_CRM
VEEEVT00008026,HCP1145,INT0008026,CAMP0010,DRUG004,Virtual Meeting,2026-08-03 18:41:38,16,Completed,Clinical Evidence,Clinical Evidence,True,2026-08-05 18:41:38,REP004,South,Representative,Veeva_CRM
VEEEVT00003735,HCP0539,INT0003735,CAMP0024,DRUG008,In-Person Visit,2026-08-03 18:55:47,48,Completed,Disease Education,Product Information,False,,REP003,North,Representative,Veeva_CRM
VEEEVT00013752,HCP1956,INT0013752,CAMP0005,DRUG002,Virtual Meeting,2026-08-03 18:56:42,38,Completed,Clinical Evidence,Efficacy,False,,REP010,East,Representative,Veeva_CRM
VEEEVT00006187,HCP0882,INT0006187,CAMP0009,DRUG003,Phone Call,2026-08-03 18:58:43,8,Completed,Clinical Evidence,Product Information,True,2026-08-13 18:58:43,REP002,East,Representative,Veeva_CRM
VEEEVT00008198,HCP1169,INT0008198,CAMP0023,DRUG008,Phone Call,2026-08-03 19:14:49,7,Completed,New Product Introduction,Dosage,False,,REP022,East,Representative,Veeva_CRM
VEEEVT00006751,HCP0964,INT0006751,CAMP0013,DRUG005,In-Person Visit,2026-08-03 19:21:42,33,Completed,Product Discussion,Efficacy,False,,REP014,South,Representative,Veeva_CRM
VEEEVT00000901,HCP0133,INT0000901,CAMP0002,DRUG001,Virtual Meeting,2026-08-03 19:24:45,26,Completed,Clinical Evidence,Clinical Evidence,True,,REP011,South,Representative,Veeva_CRM
VEEEVT00003556,HCP0513,INT0003556,CAMP0013,DRUG005,In-Person Visit,2026-08-03 19:35:46,26,Completed,New Product Introduction,Treatment Guidelines,False,,REP030,East,Representative,Veeva_CRM
VEEEVT00013261,HCP1885,INT0013261,CAMP0002,DRUG001,In-Person Visit,2026-08-03 20:07:41,31,Completed,Product Discussion,Patient Population,True,,REP019,West,Representative,Veeva_CRM
VEEEVT00009550,HCP1363,INT0009550,CAMP0006,DRUG002,Virtual Meeting,2026-08-03 20:16:16,32,Cancelled,New Product Introduction,Dosage,False,,REP006,West,Representative,Veeva_CRM
VEEEVT00005778,HCP0826,INT0005778,CAMP0006,DRUG002,In-Person Visit,2026-08-03 20:24:48,52,Completed,Product Discussion,Clinical Evidence,False,,REP017,North,Representative,Veeva_CRM
VEEEVT00005624,HCP0803,INT0005624,CAMP0013,DRUG005,Virtual Meeting,2026-08-03 20:38:49,34,Completed,Treatment Update,Patient Population,False,,REP004,North,Representative,Veeva_CRM
VEEEVT00004452,HCP0636,INT0004452,CAMP0011,DRUG004,Phone Call,2026-08-03 20:56:02,8,Completed,Follow-up Discussion,Clinical Evidence,False,,REP003,West,Representative,Veeva_CRM
VEEEVT00001121,HCP0164,INT0001121,CAMP0016,DRUG006,In-Person Visit,2026-08-03 21:44:07,54,Completed,Product Discussion,Patient Population,True,2026-08-07 21:44:07,REP021,West,Representative,Veeva_CRM
VEEEVT00010299,HCP1470,INT0010299,CAMP0006,DRUG002,Phone Call,2026-08-03 23:04:44,17,Completed,Clinical Evidence,Treatment Guidelines,False,,REP027,East,Representative,Veeva_CRM
VEEEVT00010931,HCP1559,INT0010931,CAMP0022,DRUG008,Virtual Meeting,2026-08-03 23:55:08,19,Completed,Follow-up Discussion,Product Information,False,,REP024,North,Representative,Veeva_CRM
VEEEVT00001404,HCP0203,INT0001404,CAMP0011,DRUG004,In-Person Visit,2026-08-04 00:27:03,57,Completed,Treatment Update,Efficacy,True,2026-08-06 00:27:03,REP029,South,Representative,Veeva_CRM
VEEEVT00002494,HCP0358,INT0002494,CAMP0010,DRUG004,In-Person Visit,2026-08-04 00:38:29,42,Completed,Follow-up Discussion,Patient Population,False,,REP013,South,Representative,Veeva_CRM
VEEEVT00012737,HCP1815,INT0012737,CAMP0018,DRUG006,In-Person Visit,2026-08-04 00:55:37,28,Completed,Disease Education,Dosage,False,,REP016,South,Representative,Veeva_CRM
VEEEVT00009677,HCP1381,INT0009677,CAMP0024,DRUG008,In-Person Visit,2026-08-04 01:03:53,50,Completed,Clinical Evidence,Dosage,True,2026-08-14 01:03:53,REP013,South,Representative,Veeva_CRM
VEEEVT00010023,HCP1431,INT0010023,CAMP0022,DRUG008,Phone Call,2026-08-04 01:05:35,20,Completed,New Product Introduction,Clinical Evidence,False,,REP021,South,Representative,Veeva_CRM
VEEEVT00006767,HCP0965,INT0006767,CAMP0002,DRUG001,In-Person Visit,2026-08-04 01:14:24,49,Completed,New Product Introduction,Dosage,False,,REP023,South,Representative,Veeva_CRM
VEEEVT00009179,HCP1310,INT0009179,CAMP0014,DRUG005,Phone Call,2026-08-04 01:26:38,16,Completed,Product Discussion,Product Information,False,,REP023,West,Representative,Veeva_CRM
VEEEVT00003809,HCP0551,INT0003809,CAMP0012,DRUG004,In-Person Visit,2026-08-04 01:51:03,44,Completed,Disease Education,Efficacy,False,,REP027,East,Representative,Veeva_CRM
VEEEVT00009471,HCP1353,INT0009471,CAMP0020,DRUG007,Phone Call,2026-08-04 02:16:26,16,Completed,Follow-up Discussion,Treatment Guidelines,True,2026-08-10 02:16:26,REP008,North,Representative,Veeva_CRM
VEEEVT00000278,HCP0040,INT0000278,CAMP0008,DRUG003,In-Person Visit,2026-08-04 03:19:06,54,Completed,New Product Introduction,Patient Population,True,2026-08-13 03:19:06,REP026,South,Representative,Veeva_CRM
VEEEVT00000661,HCP0100,INT0000661,CAMP0013,DRUG005,In-Person Visit,2026-08-04 03:39:55,26,No Show,Product Discussion,Product Information,False,,REP029,West,Representative,Veeva_CRM
VEEEVT00008894,HCP1267,INT0008894,CAMP0017,DRUG006,In-Person Visit,2026-08-04 03:49:28,44,Completed,Disease Education,Product Information,True,,REP024,South,Representative,Veeva_CRM
VEEEVT00007299,HCP1041,INT0007299,CAMP0019,DRUG007,In-Person Visit,2026-08-04 04:11:55,36,Completed,Product Discussion,Patient Population,False,,REP021,South,Representative,Veeva_CRM
VEEEVT00007285,HCP1040,INT0007285,CAMP0001,DRUG001,Virtual Meeting,2026-08-04 04:50:06,23,Completed,Treatment Update,Product Information,False,,REP007,South,Representative,Veeva_CRM
VEEEVT00011983,HCP1703,INT0011983,CAMP0023,DRUG008,In-Person Visit,2026-08-04 04:54:43,46,Completed,Clinical Evidence,Safety,False,,REP007,South,Representative,Veeva_CRM
VEEEVT00011058,HCP1576,INT0011058,CAMP0010,DRUG004,Phone Call,2026-08-04 05:01:20,15,Completed,Disease Education,Product Information,True,2026-08-08 05:01:20,REP020,West,Representative,Veeva_CRM
VEEEVT00002543,HCP0364,INT0002543,CAMP0001,DRUG001,Virtual Meeting,2026-08-04 05:25:59,15,Completed,Follow-up Discussion,Safety,True,,REP007,South,Representative,Veeva_CRM
VEEEVT00009136,HCP1304,INT0009136,CAMP0023,DRUG008,In-Person Visit,2026-08-04 05:32:59,56,No Show,Follow-up Discussion,Dosage,False,,REP011,South,Representative,Veeva_CRM
VEEEVT00004738,HCP0676,INT0004738,CAMP0010,DRUG004,Phone Call,2026-08-04 05:59:15,15,Completed,Treatment Update,Safety,False,,REP006,West,Representative,Veeva_CRM
VEEEVT00000582,HCP0088,INT0000582,CAMP0010,DRUG004,In-Person Visit,2026-08-04 06:02:28,57,Completed,Product Discussion,Product Information,True,2026-08-11 06:02:28,REP016,West,Representative,Veeva_CRM
VEEEVT00008779,HCP1250,INT0008779,CAMP0016,DRUG006,In-Person Visit,2026-08-04 06:05:07,30,Completed,Clinical Evidence,Clinical Evidence,False,,REP022,West,Representative,Veeva_CRM
VEEEVT00011393,HCP1623,INT0011393,CAMP0012,DRUG004,In-Person Visit,2026-08-04 06:16:59,38,Completed,Disease Education,Clinical Evidence,True,2026-08-10 06:16:59,REP028,South,Representative,Veeva_CRM
VEEEVT00007055,HCP1005,INT0007055,CAMP0019,DRUG007,In-Person Visit,2026-08-04 06:56:31,40,No Show,Product Discussion,Product Information,False,,REP009,South,Representative,Veeva_CRM
VEEEVT00002282,HCP0332,INT0002282,CAMP0005,DRUG002,Virtual Meeting,2026-08-04 07:08:22,38,Completed,Clinical Evidence,Efficacy,True,,REP011,South,Representative,Veeva_CRM
VEEEVT00004180,HCP0600,INT0004180,CAMP0017,DRUG006,Phone Call,2026-08-04 07:11:21,7,Completed,Treatment Update,Product Information,True,2026-08-12 07:11:21,REP023,East,Representative,Veeva_CRM
VEEEVT00007995,HCP1141,INT0007995,CAMP0008,DRUG003,In-Person Visit,2026-08-04 07:41:13,50,Completed,Product Discussion,Treatment Guidelines,True,,REP007,South,Representative,Veeva_CRM
VEEEVT00003697,HCP0534,INT0003697,CAMP0009,DRUG003,Phone Call,2026-08-04 07:55:33,10,Completed,Treatment Update,Clinical Evidence,False,,REP019,South,Representative,Veeva_CRM
VEEEVT00003360,HCP0485,INT0003360,CAMP0019,DRUG007,Virtual Meeting,2026-08-04 08:39:33,36,Completed,Clinical Evidence,Treatment Guidelines,True,,REP022,West,Representative,Veeva_CRM
VEEEVT00010843,HCP1549,INT0010843,CAMP0009,DRUG003,Virtual Meeting,2026-08-04 09:26:43,33,Completed,Treatment Update,Product Information,True,2026-08-11 09:26:43,REP019,West,Representative,Veeva_CRM
VEEEVT00005687,HCP0813,INT0005687,CAMP0004,DRUG002,Phone Call,2026-08-04 09:27:20,7,Completed,Clinical Evidence,Clinical Evidence,False,,REP028,South,Representative,Veeva_CRM
VEEEVT00007577,HCP1082,INT0007577,CAMP0011,DRUG004,In-Person Visit,2026-08-04 09:30:31,45,Completed,Disease Education,Clinical Evidence,False,,REP017,West,Representative,Veeva_CRM
VEEEVT00002879,HCP0413,INT0002879,CAMP0006,DRUG002,In-Person Visit,2026-08-04 09:42:08,49,Completed,Treatment Update,Product Information,True,2026-08-13 09:42:08,REP013,North,Representative,Veeva_CRM
VEEEVT00013246,HCP1884,INT0013246,CAMP0004,DRUG002,In-Person Visit,2026-08-04 10:03:55,45,Completed,Follow-up Discussion,Dosage,True,2026-08-12 10:03:55,REP025,West,Representative,Veeva_CRM
VEEEVT00004765,HCP0681,INT0004765,CAMP0008,DRUG003,In-Person Visit,2026-08-04 10:18:17,25,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP012,South,Representative,Veeva_CRM
VEEEVT00013291,HCP1890,INT0013291,CAMP0006,DRUG002,In-Person Visit,2026-08-04 10:34:27,30,Completed,Treatment Update,Treatment Guidelines,True,,REP009,East,Representative,Veeva_CRM
VEEEVT00003475,HCP0502,INT0003475,CAMP0008,DRUG003,In-Person Visit,2026-08-04 10:38:56,54,Completed,Product Discussion,Patient Population,True,2026-08-13 10:38:56,REP005,North,Representative,Veeva_CRM
VEEEVT00007311,HCP1042,INT0007311,CAMP0018,DRUG006,Virtual Meeting,2026-08-04 10:52:48,16,Completed,Treatment Update,Product Information,False,,REP026,North,Representative,Veeva_CRM
VEEEVT00001860,HCP0271,INT0001860,CAMP0001,DRUG001,In-Person Visit,2026-08-04 11:07:45,39,Completed,Clinical Evidence,Clinical Evidence,False,,REP005,West,Representative,Veeva_CRM
VEEEVT00012702,HCP1808,INT0012702,CAMP0019,DRUG007,Phone Call,2026-08-04 11:11:03,15,No Show,Clinical Evidence,Efficacy,False,,REP010,West,Representative,Veeva_CRM
VEEEVT00000605,HCP0091,INT0000605,CAMP0017,DRUG006,Phone Call,2026-08-04 11:21:00,6,Cancelled,New Product Introduction,Efficacy,False,,REP023,South,Representative,Veeva_CRM
VEEEVT00006875,HCP0980,INT0006875,CAMP0003,DRUG001,In-Person Visit,2026-08-04 11:47:51,37,Completed,Clinical Evidence,Patient Population,False,,REP014,West,Representative,Veeva_CRM
VEEEVT00007445,HCP1065,INT0007445,CAMP0015,DRUG005,In-Person Visit,2026-08-04 12:38:38,44,Completed,Product Discussion,Patient Population,False,,REP017,West,Representative,Veeva_CRM
VEEEVT00009686,HCP1382,INT0009686,CAMP0022,DRUG008,Phone Call,2026-08-04 12:41:02,11,Cancelled,Disease Education,Dosage,False,,REP010,North,Representative,Veeva_CRM
VEEEVT00000860,HCP0128,INT0000860,CAMP0011,DRUG004,Virtual Meeting,2026-08-04 12:49:35,35,Completed,Treatment Update,Product Information,True,2026-08-10 12:49:35,REP010,West,Representative,Veeva_CRM
VEEEVT00002989,HCP0430,INT0002989,CAMP0020,DRUG007,Virtual Meeting,2026-08-04 12:54:04,18,Completed,Product Discussion,Dosage,True,2026-08-08 12:54:04,REP015,South,Representative,Veeva_CRM
VEEEVT00012778,HCP1820,INT0012778,CAMP0014,DRUG005,Phone Call,2026-08-04 13:11:10,20,Cancelled,New Product Introduction,Clinical Evidence,False,,REP023,North,Representative,Veeva_CRM
VEEEVT00003805,HCP0551,INT0003805,CAMP0011,DRUG004,In-Person Visit,2026-08-04 13:17:59,41,Completed,Follow-up Discussion,Safety,False,,REP013,East,Representative,Veeva_CRM
VEEEVT00002224,HCP0324,INT0002224,CAMP0009,DRUG003,In-Person Visit,2026-08-04 13:29:54,44,Completed,Treatment Update,Dosage,True,2026-08-09 13:29:54,REP007,South,Representative,Veeva_CRM
VEEEVT00000886,HCP0131,INT0000886,CAMP0005,DRUG002,Virtual Meeting,2026-08-04 13:41:53,18,Completed,Treatment Update,Safety,False,,REP028,West,Representative,Veeva_CRM
VEEEVT00004152,HCP0597,INT0004152,CAMP0010,DRUG004,In-Person Visit,2026-08-04 14:27:41,60,Completed,Clinical Evidence,Product Information,False,,REP022,South,Representative,Veeva_CRM
VEEEVT00007535,HCP1077,INT0007535,CAMP0006,DRUG002,Virtual Meeting,2026-08-04 14:34:42,17,Completed,Clinical Evidence,Clinical Evidence,False,,REP029,West,Representative,Veeva_CRM
VEEEVT00008535,HCP1217,INT0008535,CAMP0019,DRUG007,Phone Call,2026-08-04 15:01:36,6,Completed,Treatment Update,Clinical Evidence,False,,REP024,North,Representative,Veeva_CRM
VEEEVT00012198,HCP1737,INT0012198,CAMP0009,DRUG003,In-Person Visit,2026-08-04 15:10:53,58,Completed,Clinical Evidence,Dosage,True,2026-08-11 15:10:53,REP026,East,Representative,Veeva_CRM
VEEEVT00003918,HCP0566,INT0003918,CAMP0021,DRUG007,Phone Call,2026-08-04 15:49:36,10,Completed,Follow-up Discussion,Patient Population,False,,REP007,West,Representative,Veeva_CRM
VEEEVT00000984,HCP0143,INT0000984,CAMP0010,DRUG004,Virtual Meeting,2026-08-04 16:53:00,40,Completed,Product Discussion,Clinical Evidence,False,,REP026,East,Representative,Veeva_CRM
VEEEVT00013298,HCP1890,INT0013298,CAMP0005,DRUG002,In-Person Visit,2026-08-04 17:50:27,29,Completed,Follow-up Discussion,Treatment Guidelines,True,2026-08-12 17:50:27,REP016,East,Representative,Veeva_CRM
VEEEVT00008442,HCP1204,INT0008442,CAMP0019,DRUG007,Phone Call,2026-08-04 18:14:53,15,Completed,Treatment Update,Dosage,False,,REP021,North,Representative,Veeva_CRM
VEEEVT00011448,HCP1631,INT0011448,CAMP0010,DRUG004,Phone Call,2026-08-04 18:50:17,11,Completed,Treatment Update,Clinical Evidence,False,,REP029,East,Representative,Veeva_CRM
VEEEVT00008301,HCP1185,INT0008301,CAMP0004,DRUG002,Virtual Meeting,2026-08-04 19:23:35,38,Completed,Clinical Evidence,Clinical Evidence,False,,REP013,West,Representative,Veeva_CRM
VEEEVT00011822,HCP1682,INT0011822,CAMP0003,DRUG001,In-Person Visit,2026-08-04 19:28:14,55,Completed,New Product Introduction,Patient Population,True,2026-08-14 19:28:14,REP026,North,Representative,Veeva_CRM
VEEEVT00003512,HCP0507,INT0003512,CAMP0019,DRUG007,In-Person Visit,2026-08-04 19:43:41,49,Completed,Disease Education,Dosage,True,2026-08-07 19:43:41,REP024,South,Representative,Veeva_CRM
VEEEVT00007902,HCP1125,INT0007902,CAMP0005,DRUG002,In-Person Visit,2026-08-04 20:07:42,44,Completed,Disease Education,Treatment Guidelines,True,,REP005,North,Representative,Veeva_CRM
VEEEVT00011940,HCP1696,INT0011940,CAMP0017,DRUG006,In-Person Visit,2026-08-04 20:39:51,29,Completed,Clinical Evidence,Efficacy,False,,REP019,North,Representative,Veeva_CRM
VEEEVT00011385,HCP1622,INT0011385,CAMP0019,DRUG007,In-Person Visit,2026-08-04 21:18:16,32,Completed,Disease Education,Dosage,True,2026-08-12 21:18:16,REP027,East,Representative,Veeva_CRM
VEEEVT00001455,HCP0211,INT0001455,CAMP0014,DRUG005,In-Person Visit,2026-08-04 21:38:02,35,Completed,Product Discussion,Safety,True,2026-08-12 21:38:02,REP008,West,Representative,Veeva_CRM
VEEEVT00010044,HCP1433,INT0010044,CAMP0005,DRUG002,Phone Call,2026-08-04 22:48:12,14,Completed,Clinical Evidence,Safety,True,,REP029,North,Representative,Veeva_CRM
VEEEVT00012595,HCP1794,INT0012595,CAMP0014,DRUG005,Phone Call,2026-08-04 22:51:15,13,Completed,Treatment Update,Treatment Guidelines,False,,REP027,North,Representative,Veeva_CRM
VEEEVT00000571,HCP0086,INT0000571,CAMP0005,DRUG002,In-Person Visit,2026-08-04 23:09:44,41,Completed,New Product Introduction,Safety,False,,REP021,South,Representative,Veeva_CRM
VEEEVT00000274,HCP0040,INT0000274,CAMP0013,DRUG005,In-Person Visit,2026-08-04 23:29:20,48,No Show,Follow-up Discussion,Safety,False,,REP029,South,Representative,Veeva_CRM
VEEEVT00000695,HCP0104,INT0000695,CAMP0005,DRUG002,Phone Call,2026-08-04 23:41:48,7,Completed,Clinical Evidence,Patient Population,True,2026-08-14 23:41:48,REP004,West,Representative,Veeva_CRM
VEEEVT00000175,HCP0025,INT0000175,CAMP0023,DRUG008,Virtual Meeting,2026-08-05 00:48:21,26,Completed,Follow-up Discussion,Patient Population,True,,REP008,West,Representative,Veeva_CRM
VEEEVT00003002,HCP0432,INT0003002,CAMP0014,DRUG005,In-Person Visit,2026-08-05 01:06:12,47,Completed,Follow-up Discussion,Product Information,True,2026-08-10 01:06:12,REP001,North,Representative,Veeva_CRM
VEEEVT00013910,HCP1976,INT0013910,CAMP0017,DRUG006,Phone Call,2026-08-05 01:38:01,18,No Show,Disease Education,Dosage,False,,REP017,South,Representative,Veeva_CRM
VEEEVT00003744,HCP0541,INT0003744,CAMP0018,DRUG006,In-Person Visit,2026-08-05 02:34:12,34,Completed,Disease Education,Product Information,False,,REP022,North,Representative,Veeva_CRM
VEEEVT00002486,HCP0357,INT0002486,CAMP0002,DRUG001,Virtual Meeting,2026-08-05 02:34:58,27,Completed,Follow-up Discussion,Product Information,False,,REP029,North,Representative,Veeva_CRM
VEEEVT00008778,HCP1250,INT0008778,CAMP0017,DRUG006,In-Person Visit,2026-08-05 02:37:10,58,Completed,Disease Education,Dosage,True,2026-08-12 02:37:10,REP029,West,Representative,Veeva_CRM
VEEEVT00013059,HCP1858,INT0013059,CAMP0005,DRUG002,Phone Call,2026-08-05 02:41:20,18,Completed,Clinical Evidence,Safety,True,2026-08-14 02:41:20,REP002,West,Representative,Veeva_CRM
VEEEVT00011684,HCP1662,INT0011684,CAMP0010,DRUG004,In-Person Visit,2026-08-05 02:53:14,31,Completed,Follow-up Discussion,Dosage,True,,REP012,North,Representative,Veeva_CRM
VEEEVT00011586,HCP1647,INT0011586,CAMP0023,DRUG008,Phone Call,2026-08-05 03:11:50,17,Cancelled,Disease Education,Patient Population,False,,REP017,East,Representative,Veeva_CRM
VEEEVT00012690,HCP1806,INT0012690,CAMP0016,DRUG006,In-Person Visit,2026-08-05 03:24:20,46,Completed,Disease Education,Dosage,True,2026-08-07 03:24:20,REP024,East,Representative,Veeva_CRM
VEEEVT00000791,HCP0117,INT0000791,CAMP0004,DRUG002,Virtual Meeting,2026-08-05 04:34:35,20,Completed,Disease Education,Dosage,True,2026-08-07 04:34:35,REP014,South,Representative,Veeva_CRM
